DateNumber,FullDate,Year,MonthNumber,Day,MonthName,MonthShortName,DayOfWeek,DayNumberInYear
20101007,7/10/2010,2010,10,7,October,Oct,5,280
20111007,7/10/2011,2011,10,7,October,Oct,6,280
20121007,7/10/2012,2012,10,7,October,Oct,1,281
20131007,7/10/2013,2013,10,7,October,Oct,2,280
20141007,7/10/2014,2014,10,7,October,Oct,3,280
20151007,7/10/2015,2015,10,7,October,Oct,4,280
20161007,7/10/2016,2016,10,7,October,Oct,6,281
20171007,7/10/2017,2017,10,7,October,Oct,7,280
20181007,7/10/2018,2018,10,7,October,Oct,1,280
20191007,7/10/2019,2019,10,7,October,Oct,2,280
20091008,8/10/2009,2009,10,8,October,Oct,5,281
20101008,8/10/2010,2010,10,8,October,Oct,6,281
20111008,8/10/2011,2011,10,8,October,Oct,7,281
20121008,8/10/2012,2012,10,8,October,Oct,2,282
20131008,8/10/2013,2013,10,8,October,Oct,3,281
20141008,8/10/2014,2014,10,8,October,Oct,4,281
20151008,8/10/2015,2015,10,8,October,Oct,5,281
20161008,8/10/2016,2016,10,8,October,Oct,7,282
20171008,8/10/2017,2017,10,8,October,Oct,1,281
20181008,8/10/2018,2018,10,8,October,Oct,2,281
20191008,8/10/2019,2019,10,8,October,Oct,3,281
20091009,9/10/2009,2009,10,9,October,Oct,6,282
20101009,9/10/2010,2010,10,9,October,Oct,7,282
20111009,9/10/2011,2011,10,9,October,Oct,1,282
20121009,9/10/2012,2012,10,9,October,Oct,3,283
20131009,9/10/2013,2013,10,9,October,Oct,4,282
20141009,9/10/2014,2014,10,9,October,Oct,5,282
20151009,9/10/2015,2015,10,9,October,Oct,6,282
20161009,9/10/2016,2016,10,9,October,Oct,1,283
20171009,9/10/2017,2017,10,9,October,Oct,2,282
20181009,9/10/2018,2018,10,9,October,Oct,3,282
20191009,9/10/2019,2019,10,9,October,Oct,4,282
20091010,10/10/2009,2009,10,10,October,Oct,7,283
20101010,10/10/2010,2010,10,10,October,Oct,1,283
20111010,10/10/2011,2011,10,10,October,Oct,2,283
20121010,10/10/2012,2012,10,10,October,Oct,4,284
20131010,10/10/2013,2013,10,10,October,Oct,5,283
20141010,10/10/2014,2014,10,10,October,Oct,6,283
20151010,10/10/2015,2015,10,10,October,Oct,7,283
20161010,10/10/2016,2016,10,10,October,Oct,2,284
20171010,10/10/2017,2017,10,10,October,Oct,3,283
20181010,10/10/2018,2018,10,10,October,Oct,4,283
20191010,10/10/2019,2019,10,10,October,Oct,5,283
20091011,11/10/2009,2009,10,11,October,Oct,1,284
20101011,11/10/2010,2010,10,11,October,Oct,2,284
20111011,11/10/2011,2011,10,11,October,Oct,3,284
20121011,11/10/2012,2012,10,11,October,Oct,5,285
20131011,11/10/2013,2013,10,11,October,Oct,6,284
20141011,11/10/2014,2014,10,11,October,Oct,7,284
20151011,11/10/2015,2015,10,11,October,Oct,1,284
20161011,11/10/2016,2016,10,11,October,Oct,3,285
20171011,11/10/2017,2017,10,11,October,Oct,4,284
20181011,11/10/2018,2018,10,11,October,Oct,5,284
20191011,11/10/2019,2019,10,11,October,Oct,6,284
20091012,12/10/2009,2009,10,12,October,Oct,2,285
20101012,12/10/2010,2010,10,12,October,Oct,3,285
20111012,12/10/2011,2011,10,12,October,Oct,4,285
20121012,12/10/2012,2012,10,12,October,Oct,6,286
20131012,12/10/2013,2013,10,12,October,Oct,7,285
20141012,12/10/2014,2014,10,12,October,Oct,1,285
20151012,12/10/2015,2015,10,12,October,Oct,2,285
20161012,12/10/2016,2016,10,12,October,Oct,4,286
20171012,12/10/2017,2017,10,12,October,Oct,5,285
20181012,12/10/2018,2018,10,12,October,Oct,6,285
20191012,12/10/2019,2019,10,12,October,Oct,7,285
20091013,13/10/2009,2009,10,13,October,Oct,3,286
20101013,13/10/2010,2010,10,13,October,Oct,4,286
20111013,13/10/2011,2011,10,13,October,Oct,5,286
20121013,13/10/2012,2012,10,13,October,Oct,7,287
20131013,13/10/2013,2013,10,13,October,Oct,1,286
20141013,13/10/2014,2014,10,13,October,Oct,2,286
20151013,13/10/2015,2015,10,13,October,Oct,3,286
20161013,13/10/2016,2016,10,13,October,Oct,5,287
20171013,13/10/2017,2017,10,13,October,Oct,6,286
20181013,13/10/2018,2018,10,13,October,Oct,7,286
20191013,13/10/2019,2019,10,13,October,Oct,1,286
20091014,14/10/2009,2009,10,14,October,Oct,4,287
20101014,14/10/2010,2010,10,14,October,Oct,5,287
20111014,14/10/2011,2011,10,14,October,Oct,6,287
20121014,14/10/2012,2012,10,14,October,Oct,1,288
20131014,14/10/2013,2013,10,14,October,Oct,2,287
20141014,14/10/2014,2014,10,14,October,Oct,3,287
20151014,14/10/2015,2015,10,14,October,Oct,4,287
20161014,14/10/2016,2016,10,14,October,Oct,6,288
20171014,14/10/2017,2017,10,14,October,Oct,7,287
20181014,14/10/2018,2018,10,14,October,Oct,1,287
20191014,14/10/2019,2019,10,14,October,Oct,2,287
20091015,15/10/2009,2009,10,15,October,Oct,5,288
20101015,15/10/2010,2010,10,15,October,Oct,6,288
20111015,15/10/2011,2011,10,15,October,Oct,7,288
20121015,15/10/2012,2012,10,15,October,Oct,2,289
20131015,15/10/2013,2013,10,15,October,Oct,3,288
20141015,15/10/2014,2014,10,15,October,Oct,4,288
20151015,15/10/2015,2015,10,15,October,Oct,5,288
20161015,15/10/2016,2016,10,15,October,Oct,7,289
20171015,15/10/2017,2017,10,15,October,Oct,1,288
20181015,15/10/2018,2018,10,15,October,Oct,2,288
20191015,15/10/2019,2019,10,15,October,Oct,3,288
20091016,16/10/2009,2009,10,16,October,Oct,6,289
20101016,16/10/2010,2010,10,16,October,Oct,7,289
20111016,16/10/2011,2011,10,16,October,Oct,1,289
20121016,16/10/2012,2012,10,16,October,Oct,3,290
20131016,16/10/2013,2013,10,16,October,Oct,4,289
20141016,16/10/2014,2014,10,16,October,Oct,5,289
20151016,16/10/2015,2015,10,16,October,Oct,6,289
20161016,16/10/2016,2016,10,16,October,Oct,1,290
20171016,16/10/2017,2017,10,16,October,Oct,2,289
20181016,16/10/2018,2018,10,16,October,Oct,3,289
20191016,16/10/2019,2019,10,16,October,Oct,4,289
20091017,17/10/2009,2009,10,17,October,Oct,7,290
20101017,17/10/2010,2010,10,17,October,Oct,1,290
20111017,17/10/2011,2011,10,17,October,Oct,2,290
20121017,17/10/2012,2012,10,17,October,Oct,4,291
20131017,17/10/2013,2013,10,17,October,Oct,5,290
20141017,17/10/2014,2014,10,17,October,Oct,6,290
20151017,17/10/2015,2015,10,17,October,Oct,7,290
20161017,17/10/2016,2016,10,17,October,Oct,2,291
20171017,17/10/2017,2017,10,17,October,Oct,3,290
20181017,17/10/2018,2018,10,17,October,Oct,4,290
20191017,17/10/2019,2019,10,17,October,Oct,5,290
20091018,18/10/2009,2009,10,18,October,Oct,1,291
20101018,18/10/2010,2010,10,18,October,Oct,2,291
20111018,18/10/2011,2011,10,18,October,Oct,3,291
20121018,18/10/2012,2012,10,18,October,Oct,5,292
20131018,18/10/2013,2013,10,18,October,Oct,6,291
20141018,18/10/2014,2014,10,18,October,Oct,7,291
20151018,18/10/2015,2015,10,18,October,Oct,1,291
20161018,18/10/2016,2016,10,18,October,Oct,3,292
20171018,18/10/2017,2017,10,18,October,Oct,4,291
20181018,18/10/2018,2018,10,18,October,Oct,5,291
20191018,18/10/2019,2019,10,18,October,Oct,6,291
20091019,19/10/2009,2009,10,19,October,Oct,2,292
20101019,19/10/2010,2010,10,19,October,Oct,3,292
20111019,19/10/2011,2011,10,19,October,Oct,4,292
20121019,19/10/2012,2012,10,19,October,Oct,6,293
20131019,19/10/2013,2013,10,19,October,Oct,7,292
20141019,19/10/2014,2014,10,19,October,Oct,1,292
20151019,19/10/2015,2015,10,19,October,Oct,2,292
20161019,19/10/2016,2016,10,19,October,Oct,4,293
20171019,19/10/2017,2017,10,19,October,Oct,5,292
20181019,19/10/2018,2018,10,19,October,Oct,6,292
20191019,19/10/2019,2019,10,19,October,Oct,7,292
20091020,20/10/2009,2009,10,20,October,Oct,3,293
20101020,20/10/2010,2010,10,20,October,Oct,4,293
20111020,20/10/2011,2011,10,20,October,Oct,5,293
20121020,20/10/2012,2012,10,20,October,Oct,7,294
20131020,20/10/2013,2013,10,20,October,Oct,1,293
20141020,20/10/2014,2014,10,20,October,Oct,2,293
20151020,20/10/2015,2015,10,20,October,Oct,3,293
20161020,20/10/2016,2016,10,20,October,Oct,5,294
20171020,20/10/2017,2017,10,20,October,Oct,6,293
20181020,20/10/2018,2018,10,20,October,Oct,7,293
20191020,20/10/2019,2019,10,20,October,Oct,1,293
20091021,21/10/2009,2009,10,21,October,Oct,4,294
20101021,21/10/2010,2010,10,21,October,Oct,5,294
20111021,21/10/2011,2011,10,21,October,Oct,6,294
20121021,21/10/2012,2012,10,21,October,Oct,1,295
20131021,21/10/2013,2013,10,21,October,Oct,2,294
20141021,21/10/2014,2014,10,21,October,Oct,3,294
20151021,21/10/2015,2015,10,21,October,Oct,4,294
20161021,21/10/2016,2016,10,21,October,Oct,6,295
20171021,21/10/2017,2017,10,21,October,Oct,7,294
20181021,21/10/2018,2018,10,21,October,Oct,1,294
20191021,21/10/2019,2019,10,21,October,Oct,2,294
20091022,22/10/2009,2009,10,22,October,Oct,5,295
20101022,22/10/2010,2010,10,22,October,Oct,6,295
20111022,22/10/2011,2011,10,22,October,Oct,7,295
20121022,22/10/2012,2012,10,22,October,Oct,2,296
20131022,22/10/2013,2013,10,22,October,Oct,3,295
20141022,22/10/2014,2014,10,22,October,Oct,4,295
20151022,22/10/2015,2015,10,22,October,Oct,5,295
20161022,22/10/2016,2016,10,22,October,Oct,7,296
20171022,22/10/2017,2017,10,22,October,Oct,1,295
20181022,22/10/2018,2018,10,22,October,Oct,2,295
20191022,22/10/2019,2019,10,22,October,Oct,3,295
20091023,23/10/2009,2009,10,23,October,Oct,6,296
20101023,23/10/2010,2010,10,23,October,Oct,7,296
20111023,23/10/2011,2011,10,23,October,Oct,1,296
20121023,23/10/2012,2012,10,23,October,Oct,3,297
20131023,23/10/2013,2013,10,23,October,Oct,4,296
20141023,23/10/2014,2014,10,23,October,Oct,5,296
20151023,23/10/2015,2015,10,23,October,Oct,6,296
20161023,23/10/2016,2016,10,23,October,Oct,1,297
20171023,23/10/2017,2017,10,23,October,Oct,2,296
20181023,23/10/2018,2018,10,23,October,Oct,3,296
20191023,23/10/2019,2019,10,23,October,Oct,4,296
20091024,24/10/2009,2009,10,24,October,Oct,7,297
20101024,24/10/2010,2010,10,24,October,Oct,1,297
20111024,24/10/2011,2011,10,24,October,Oct,2,297
20121024,24/10/2012,2012,10,24,October,Oct,4,298
20131024,24/10/2013,2013,10,24,October,Oct,5,297
20141024,24/10/2014,2014,10,24,October,Oct,6,297
20151024,24/10/2015,2015,10,24,October,Oct,7,297
20161024,24/10/2016,2016,10,24,October,Oct,2,298
20171024,24/10/2017,2017,10,24,October,Oct,3,297
20181024,24/10/2018,2018,10,24,October,Oct,4,297
20191024,24/10/2019,2019,10,24,October,Oct,5,297
20091025,25/10/2009,2009,10,25,October,Oct,1,298
20101025,25/10/2010,2010,10,25,October,Oct,2,298
20111025,25/10/2011,2011,10,25,October,Oct,3,298
20121025,25/10/2012,2012,10,25,October,Oct,5,299
20131025,25/10/2013,2013,10,25,October,Oct,6,298
20141025,25/10/2014,2014,10,25,October,Oct,7,298
20151025,25/10/2015,2015,10,25,October,Oct,1,298
20161025,25/10/2016,2016,10,25,October,Oct,3,299
20171025,25/10/2017,2017,10,25,October,Oct,4,298
20181025,25/10/2018,2018,10,25,October,Oct,5,298
20191025,25/10/2019,2019,10,25,October,Oct,6,298
20091026,26/10/2009,2009,10,26,October,Oct,2,299
20101026,26/10/2010,2010,10,26,October,Oct,3,299
20111026,26/10/2011,2011,10,26,October,Oct,4,299
20121026,26/10/2012,2012,10,26,October,Oct,6,300
20131026,26/10/2013,2013,10,26,October,Oct,7,299
20141026,26/10/2014,2014,10,26,October,Oct,1,299
20151026,26/10/2015,2015,10,26,October,Oct,2,299
20161026,26/10/2016,2016,10,26,October,Oct,4,300
20171026,26/10/2017,2017,10,26,October,Oct,5,299
20181026,26/10/2018,2018,10,26,October,Oct,6,299
20191026,26/10/2019,2019,10,26,October,Oct,7,299
20091027,27/10/2009,2009,10,27,October,Oct,3,300
20101027,27/10/2010,2010,10,27,October,Oct,4,300
20111027,27/10/2011,2011,10,27,October,Oct,5,300
20121027,27/10/2012,2012,10,27,October,Oct,7,301
20131027,27/10/2013,2013,10,27,October,Oct,1,300
20141027,27/10/2014,2014,10,27,October,Oct,2,300
20151027,27/10/2015,2015,10,27,October,Oct,3,300
20161027,27/10/2016,2016,10,27,October,Oct,5,301
20171027,27/10/2017,2017,10,27,October,Oct,6,300
20181027,27/10/2018,2018,10,27,October,Oct,7,300
20191027,27/10/2019,2019,10,27,October,Oct,1,300
20091028,28/10/2009,2009,10,28,October,Oct,4,301
20101028,28/10/2010,2010,10,28,October,Oct,5,301
20111028,28/10/2011,2011,10,28,October,Oct,6,301
20121028,28/10/2012,2012,10,28,October,Oct,1,302
20131028,28/10/2013,2013,10,28,October,Oct,2,301
20141028,28/10/2014,2014,10,28,October,Oct,3,301
20151028,28/10/2015,2015,10,28,October,Oct,4,301
20161028,28/10/2016,2016,10,28,October,Oct,6,302
20171028,28/10/2017,2017,10,28,October,Oct,7,301
20181028,28/10/2018,2018,10,28,October,Oct,1,301
20191028,28/10/2019,2019,10,28,October,Oct,2,301
20091029,29/10/2009,2009,10,29,October,Oct,5,302
20101029,29/10/2010,2010,10,29,October,Oct,6,302
20111029,29/10/2011,2011,10,29,October,Oct,7,302
20121029,29/10/2012,2012,10,29,October,Oct,2,303
20131029,29/10/2013,2013,10,29,October,Oct,3,302
20141029,29/10/2014,2014,10,29,October,Oct,4,302
20151029,29/10/2015,2015,10,29,October,Oct,5,302
20161029,29/10/2016,2016,10,29,October,Oct,7,303
20171029,29/10/2017,2017,10,29,October,Oct,1,302
20181029,29/10/2018,2018,10,29,October,Oct,2,302
20191029,29/10/2019,2019,10,29,October,Oct,3,302
20091030,30/10/2009,2009,10,30,October,Oct,6,303
20101030,30/10/2010,2010,10,30,October,Oct,7,303
20111030,30/10/2011,2011,10,30,October,Oct,1,303
20121030,30/10/2012,2012,10,30,October,Oct,3,304
20131030,30/10/2013,2013,10,30,October,Oct,4,303
20141030,30/10/2014,2014,10,30,October,Oct,5,303
20151030,30/10/2015,2015,10,30,October,Oct,6,303
20161030,30/10/2016,2016,10,30,October,Oct,1,304
20171030,30/10/2017,2017,10,30,October,Oct,2,303
20181030,30/10/2018,2018,10,30,October,Oct,3,303
20191030,30/10/2019,2019,10,30,October,Oct,4,303
20091031,31/10/2009,2009,10,31,October,Oct,7,304
20101031,31/10/2010,2010,10,31,October,Oct,1,304
20111031,31/10/2011,2011,10,31,October,Oct,2,304
20121031,31/10/2012,2012,10,31,October,Oct,4,305
20131031,31/10/2013,2013,10,31,October,Oct,5,304
20141031,31/10/2014,2014,10,31,October,Oct,6,304
20151031,31/10/2015,2015,10,31,October,Oct,7,304
20161031,31/10/2016,2016,10,31,October,Oct,2,305
20171031,31/10/2017,2017,10,31,October,Oct,3,304
20181031,31/10/2018,2018,10,31,October,Oct,4,304
20191031,31/10/2019,2019,10,31,October,Oct,5,304
20091101,1/11/2009,2009,11,1,November,Nov,1,305
20101101,1/11/2010,2010,11,1,November,Nov,2,305
20111101,1/11/2011,2011,11,1,November,Nov,3,305
20121101,1/11/2012,2012,11,1,November,Nov,5,306
20131101,1/11/2013,2013,11,1,November,Nov,6,305
20141101,1/11/2014,2014,11,1,November,Nov,7,305
20151101,1/11/2015,2015,11,1,November,Nov,1,305
20161101,1/11/2016,2016,11,1,November,Nov,3,306
20171101,1/11/2017,2017,11,1,November,Nov,4,305
20181101,1/11/2018,2018,11,1,November,Nov,5,305
20191101,1/11/2019,2019,11,1,November,Nov,6,305
20091102,2/11/2009,2009,11,2,November,Nov,2,306
20101102,2/11/2010,2010,11,2,November,Nov,3,306
20111102,2/11/2011,2011,11,2,November,Nov,4,306
20121102,2/11/2012,2012,11,2,November,Nov,6,307
20131102,2/11/2013,2013,11,2,November,Nov,7,306
20141102,2/11/2014,2014,11,2,November,Nov,1,306
20151102,2/11/2015,2015,11,2,November,Nov,2,306
20161102,2/11/2016,2016,11,2,November,Nov,4,307
20171102,2/11/2017,2017,11,2,November,Nov,5,306
20181102,2/11/2018,2018,11,2,November,Nov,6,306
20191102,2/11/2019,2019,11,2,November,Nov,7,306
20091103,3/11/2009,2009,11,3,November,Nov,3,307
20101103,3/11/2010,2010,11,3,November,Nov,4,307
20111103,3/11/2011,2011,11,3,November,Nov,5,307
20121103,3/11/2012,2012,11,3,November,Nov,7,308
20131103,3/11/2013,2013,11,3,November,Nov,1,307
20141103,3/11/2014,2014,11,3,November,Nov,2,307
20151103,3/11/2015,2015,11,3,November,Nov,3,307
20161103,3/11/2016,2016,11,3,November,Nov,5,308
20171103,3/11/2017,2017,11,3,November,Nov,6,307
20181103,3/11/2018,2018,11,3,November,Nov,7,307
20191103,3/11/2019,2019,11,3,November,Nov,1,307
20091104,4/11/2009,2009,11,4,November,Nov,4,308
20101104,4/11/2010,2010,11,4,November,Nov,5,308
20111104,4/11/2011,2011,11,4,November,Nov,6,308
20121104,4/11/2012,2012,11,4,November,Nov,1,309
20131104,4/11/2013,2013,11,4,November,Nov,2,308
20141104,4/11/2014,2014,11,4,November,Nov,3,308
20151104,4/11/2015,2015,11,4,November,Nov,4,308
20161104,4/11/2016,2016,11,4,November,Nov,6,309
20171104,4/11/2017,2017,11,4,November,Nov,7,308
20181104,4/11/2018,2018,11,4,November,Nov,1,308
20191104,4/11/2019,2019,11,4,November,Nov,2,308
20091105,5/11/2009,2009,11,5,November,Nov,5,309
20101105,5/11/2010,2010,11,5,November,Nov,6,309
20111105,5/11/2011,2011,11,5,November,Nov,7,309
20121105,5/11/2012,2012,11,5,November,Nov,2,310
20131105,5/11/2013,2013,11,5,November,Nov,3,309
20141105,5/11/2014,2014,11,5,November,Nov,4,309
20151105,5/11/2015,2015,11,5,November,Nov,5,309
20161105,5/11/2016,2016,11,5,November,Nov,7,310
20171105,5/11/2017,2017,11,5,November,Nov,1,309
20181105,5/11/2018,2018,11,5,November,Nov,2,309
20191105,5/11/2019,2019,11,5,November,Nov,3,309
20091106,6/11/2009,2009,11,6,November,Nov,6,310
20101106,6/11/2010,2010,11,6,November,Nov,7,310
20111106,6/11/2011,2011,11,6,November,Nov,1,310
20121106,6/11/2012,2012,11,6,November,Nov,3,311
20131106,6/11/2013,2013,11,6,November,Nov,4,310
20141106,6/11/2014,2014,11,6,November,Nov,5,310
20151106,6/11/2015,2015,11,6,November,Nov,6,310
20161106,6/11/2016,2016,11,6,November,Nov,1,311
20171106,6/11/2017,2017,11,6,November,Nov,2,310
20181106,6/11/2018,2018,11,6,November,Nov,3,310
20191106,6/11/2019,2019,11,6,November,Nov,4,310
20091107,7/11/2009,2009,11,7,November,Nov,7,311
20101107,7/11/2010,2010,11,7,November,Nov,1,311
20111107,7/11/2011,2011,11,7,November,Nov,2,311
20121107,7/11/2012,2012,11,7,November,Nov,4,312
20131107,7/11/2013,2013,11,7,November,Nov,5,311
20141107,7/11/2014,2014,11,7,November,Nov,6,311
20151107,7/11/2015,2015,11,7,November,Nov,7,311
20161107,7/11/2016,2016,11,7,November,Nov,2,312
20171107,7/11/2017,2017,11,7,November,Nov,3,311
20181107,7/11/2018,2018,11,7,November,Nov,4,311
20191107,7/11/2019,2019,11,7,November,Nov,5,311
20091108,8/11/2009,2009,11,8,November,Nov,1,312
20101108,8/11/2010,2010,11,8,November,Nov,2,312
20111108,8/11/2011,2011,11,8,November,Nov,3,312
20121108,8/11/2012,2012,11,8,November,Nov,5,313
20131108,8/11/2013,2013,11,8,November,Nov,6,312
20141108,8/11/2014,2014,11,8,November,Nov,7,312
20151108,8/11/2015,2015,11,8,November,Nov,1,312
20161108,8/11/2016,2016,11,8,November,Nov,3,313
20171108,8/11/2017,2017,11,8,November,Nov,4,312
20181108,8/11/2018,2018,11,8,November,Nov,5,312
20191108,8/11/2019,2019,11,8,November,Nov,6,312
20091109,9/11/2009,2009,11,9,November,Nov,2,313
20101109,9/11/2010,2010,11,9,November,Nov,3,313
20111109,9/11/2011,2011,11,9,November,Nov,4,313
20121109,9/11/2012,2012,11,9,November,Nov,6,314
20131109,9/11/2013,2013,11,9,November,Nov,7,313
20141109,9/11/2014,2014,11,9,November,Nov,1,313
20151109,9/11/2015,2015,11,9,November,Nov,2,313
20161109,9/11/2016,2016,11,9,November,Nov,4,314
20171109,9/11/2017,2017,11,9,November,Nov,5,313
20181109,9/11/2018,2018,11,9,November,Nov,6,313
20191109,9/11/2019,2019,11,9,November,Nov,7,313
20091110,10/11/2009,2009,11,10,November,Nov,3,314
20101110,10/11/2010,2010,11,10,November,Nov,4,314
20111110,10/11/2011,2011,11,10,November,Nov,5,314
20121110,10/11/2012,2012,11,10,November,Nov,7,315
20131110,10/11/2013,2013,11,10,November,Nov,1,314
20141110,10/11/2014,2014,11,10,November,Nov,2,314
20151110,10/11/2015,2015,11,10,November,Nov,3,314
20161110,10/11/2016,2016,11,10,November,Nov,5,315
20171110,10/11/2017,2017,11,10,November,Nov,6,314
20181110,10/11/2018,2018,11,10,November,Nov,7,314
20191110,10/11/2019,2019,11,10,November,Nov,1,314
20091111,11/11/2009,2009,11,11,November,Nov,4,315
20101111,11/11/2010,2010,11,11,November,Nov,5,315
20111111,11/11/2011,2011,11,11,November,Nov,6,315
20121111,11/11/2012,2012,11,11,November,Nov,1,316
20131111,11/11/2013,2013,11,11,November,Nov,2,315
20141111,11/11/2014,2014,11,11,November,Nov,3,315
20151111,11/11/2015,2015,11,11,November,Nov,4,315
20161111,11/11/2016,2016,11,11,November,Nov,6,316
20171111,11/11/2017,2017,11,11,November,Nov,7,315
20181111,11/11/2018,2018,11,11,November,Nov,1,315
20191111,11/11/2019,2019,11,11,November,Nov,2,315
20091112,12/11/2009,2009,11,12,November,Nov,5,316
20101112,12/11/2010,2010,11,12,November,Nov,6,316
20111112,12/11/2011,2011,11,12,November,Nov,7,316
20121112,12/11/2012,2012,11,12,November,Nov,2,317
20131112,12/11/2013,2013,11,12,November,Nov,3,316
20141112,12/11/2014,2014,11,12,November,Nov,4,316
20151112,12/11/2015,2015,11,12,November,Nov,5,316
20161112,12/11/2016,2016,11,12,November,Nov,7,317
20171112,12/11/2017,2017,11,12,November,Nov,1,316
20181112,12/11/2018,2018,11,12,November,Nov,2,316
20191112,12/11/2019,2019,11,12,November,Nov,3,316
20091113,13/11/2009,2009,11,13,November,Nov,6,317
20101113,13/11/2010,2010,11,13,November,Nov,7,317
20111113,13/11/2011,2011,11,13,November,Nov,1,317
20121113,13/11/2012,2012,11,13,November,Nov,3,318
20131113,13/11/2013,2013,11,13,November,Nov,4,317
20141113,13/11/2014,2014,11,13,November,Nov,5,317
20151113,13/11/2015,2015,11,13,November,Nov,6,317
20161113,13/11/2016,2016,11,13,November,Nov,1,318
20171113,13/11/2017,2017,11,13,November,Nov,2,317
20181113,13/11/2018,2018,11,13,November,Nov,3,317
20191113,13/11/2019,2019,11,13,November,Nov,4,317
20091114,14/11/2009,2009,11,14,November,Nov,7,318
20101114,14/11/2010,2010,11,14,November,Nov,1,318
20111114,14/11/2011,2011,11,14,November,Nov,2,318
20121114,14/11/2012,2012,11,14,November,Nov,4,319
20131114,14/11/2013,2013,11,14,November,Nov,5,318
20141114,14/11/2014,2014,11,14,November,Nov,6,318
20151114,14/11/2015,2015,11,14,November,Nov,7,318
20161114,14/11/2016,2016,11,14,November,Nov,2,319
20171114,14/11/2017,2017,11,14,November,Nov,3,318
20181114,14/11/2018,2018,11,14,November,Nov,4,318
20191114,14/11/2019,2019,11,14,November,Nov,5,318
20091115,15/11/2009,2009,11,15,November,Nov,1,319
20101115,15/11/2010,2010,11,15,November,Nov,2,319
20111115,15/11/2011,2011,11,15,November,Nov,3,319
20121115,15/11/2012,2012,11,15,November,Nov,5,320
20131115,15/11/2013,2013,11,15,November,Nov,6,319
20141115,15/11/2014,2014,11,15,November,Nov,7,319
20151115,15/11/2015,2015,11,15,November,Nov,1,319
20161115,15/11/2016,2016,11,15,November,Nov,3,320
20171115,15/11/2017,2017,11,15,November,Nov,4,319
20181115,15/11/2018,2018,11,15,November,Nov,5,319
20191115,15/11/2019,2019,11,15,November,Nov,6,319
20091116,16/11/2009,2009,11,16,November,Nov,2,320
20101116,16/11/2010,2010,11,16,November,Nov,3,320
20111116,16/11/2011,2011,11,16,November,Nov,4,320
20121116,16/11/2012,2012,11,16,November,Nov,6,321
20131116,16/11/2013,2013,11,16,November,Nov,7,320
20141116,16/11/2014,2014,11,16,November,Nov,1,320
20151116,16/11/2015,2015,11,16,November,Nov,2,320
20161116,16/11/2016,2016,11,16,November,Nov,4,321
20171116,16/11/2017,2017,11,16,November,Nov,5,320
20181116,16/11/2018,2018,11,16,November,Nov,6,320
20191116,16/11/2019,2019,11,16,November,Nov,7,320
20091117,17/11/2009,2009,11,17,November,Nov,3,321
20101117,17/11/2010,2010,11,17,November,Nov,4,321
20111117,17/11/2011,2011,11,17,November,Nov,5,321
20121117,17/11/2012,2012,11,17,November,Nov,7,322
20131117,17/11/2013,2013,11,17,November,Nov,1,321
20141117,17/11/2014,2014,11,17,November,Nov,2,321
20151117,17/11/2015,2015,11,17,November,Nov,3,321
20161117,17/11/2016,2016,11,17,November,Nov,5,322
20171117,17/11/2017,2017,11,17,November,Nov,6,321
20181117,17/11/2018,2018,11,17,November,Nov,7,321
20191117,17/11/2019,2019,11,17,November,Nov,1,321
20091118,18/11/2009,2009,11,18,November,Nov,4,322
20101118,18/11/2010,2010,11,18,November,Nov,5,322
20111118,18/11/2011,2011,11,18,November,Nov,6,322
20121118,18/11/2012,2012,11,18,November,Nov,1,323
20131118,18/11/2013,2013,11,18,November,Nov,2,322
20141118,18/11/2014,2014,11,18,November,Nov,3,322
20151118,18/11/2015,2015,11,18,November,Nov,4,322
20161118,18/11/2016,2016,11,18,November,Nov,6,323
20171118,18/11/2017,2017,11,18,November,Nov,7,322
20181118,18/11/2018,2018,11,18,November,Nov,1,322
20191118,18/11/2019,2019,11,18,November,Nov,2,322
20091119,19/11/2009,2009,11,19,November,Nov,5,323
20101119,19/11/2010,2010,11,19,November,Nov,6,323
20111119,19/11/2011,2011,11,19,November,Nov,7,323
20121119,19/11/2012,2012,11,19,November,Nov,2,324
20131119,19/11/2013,2013,11,19,November,Nov,3,323
20141119,19/11/2014,2014,11,19,November,Nov,4,323
20151119,19/11/2015,2015,11,19,November,Nov,5,323
20161119,19/11/2016,2016,11,19,November,Nov,7,324
20171119,19/11/2017,2017,11,19,November,Nov,1,323
20181119,19/11/2018,2018,11,19,November,Nov,2,323
20191119,19/11/2019,2019,11,19,November,Nov,3,323
20091120,20/11/2009,2009,11,20,November,Nov,6,324
20101120,20/11/2010,2010,11,20,November,Nov,7,324
20111120,20/11/2011,2011,11,20,November,Nov,1,324
20121120,20/11/2012,2012,11,20,November,Nov,3,325
20131120,20/11/2013,2013,11,20,November,Nov,4,324
20141120,20/11/2014,2014,11,20,November,Nov,5,324
20151120,20/11/2015,2015,11,20,November,Nov,6,324
20161120,20/11/2016,2016,11,20,November,Nov,1,325
20171120,20/11/2017,2017,11,20,November,Nov,2,324
20181120,20/11/2018,2018,11,20,November,Nov,3,324
20191120,20/11/2019,2019,11,20,November,Nov,4,324
20091121,21/11/2009,2009,11,21,November,Nov,7,325
20101121,21/11/2010,2010,11,21,November,Nov,1,325
20111121,21/11/2011,2011,11,21,November,Nov,2,325
20121121,21/11/2012,2012,11,21,November,Nov,4,326
