,TransactionNumber,DateNumber,SpecieNumber,MarketingNumber,TermNumber,ImporterNumber,ExporterNumber,Quantity,UnitPrice,TotalPrice
49614,103612,20100305,3498,216,908,1090,1089,41.0,996,40836.0
49615,103615,20110510,3498,322,908,1090,1148,92.0,341,31372.0
49616,122220,20091013,5814,232,908,1090,1040,5.0,938,4690.0
49617,122223,20110108,5815,310,908,1090,1040,55.0,350,19250.0
49618,123634,20090520,5917,281,908,1090,1040,97.0,414,40158.0
49619,123785,20110104,5921,329,908,1090,1040,70.0,145,10150.0
49620,136576,20100512,7340,356,908,1090,1040,91.0,384,34944.0
49621,103265,20140318,3439,351,908,1090,1148,94.0,842,79148.0
49622,103605,20170401,3498,361,908,1090,1040,94.0,896,84224.0
49623,103606,20180203,3498,337,908,1090,1040,16.0,213,3408.0
49624,103610,20180826,3498,356,908,1090,1042,17.0,261,4437.0
49625,103616,20131023,3498,322,908,1090,1196,64.0,378,24192.0
49626,114797,20120621,4874,320,908,1090,1040,64.0,229,14656.0
49627,114800,20180825,4874,335,908,1090,1042,26.0,871,22646.0
49628,122193,20160902,5798,227,908,1090,1042,57.0,813,46341.0
49629,122200,20180203,5802,248,908,1090,1040,76.0,991,75316.0
49630,122204,20121122,5805,314,908,1090,1042,25.0,605,15125.0
49631,122207,20180606,5808,216,908,1090,1196,8.0,588,4704.0
49632,122485,20150720,5848,282,908,1090,1148,54.0,598,32292.0
49633,105786,20090701,3983,345,907,1090,1016,37.0,255,9435.0
49634,105810,20090929,3991,206,907,1090,1016,74.0,355,26270.0
49635,105759,20150219,3973,343,907,1090,1016,46.0,672,30912.0
49636,105803,20140106,3989,372,907,1090,1016,74.0,453,33522.0
49637,105839,20150220,3997,370,907,1090,1016,55.0,36,1980.0
49638,105859,20160806,4004,290,907,1090,1016,42.0,912,38304.0
49639,105905,20140416,4021,279,907,1090,1016,31.0,702,21762.0
49640,100421,20140306,3111,230,907,1090,1235,95.0,405,38475.0
49641,126906,20110109,6115,242,906,1090,1212,13.0,491,6383.0
49642,130211,20090730,6415,361,906,1090,1165,4.0,625,2500.0
49643,133234,20111229,6832,322,906,1090,1043,45.0,183,8235.0
49644,133238,20110130,6831,358,906,1090,1242,53.0,75,3975.0
49645,133239,20090507,6832,369,906,1090,1242,83.0,197,16351.0
49646,133241,20110216,6832,353,906,1090,1247,37.0,421,15577.0
49647,133459,20111126,6840,202,906,1090,1165,31.0,685,21235.0
49648,148231,20100726,10672,257,906,1090,1165,58.0,973,56434.0
49649,159315,20100113,11975,262,906,1090,1186,8.0,742,5936.0
49650,110544,20141207,4592,353,906,1090,1230,8.0,587,4696.0
49651,110557,20180524,4592,340,906,1090,1146,70.0,986,69020.0
49652,110562,20160226,4592,370,906,1090,1212,82.0,182,14924.0
49653,110571,20180528,4595,273,906,1090,1250,44.0,749,32956.0
49654,112350,20140101,4636,206,906,1090,1257,82.0,444,36408.0
49655,113225,20150512,4657,244,906,1090,1029,17.0,176,2992.0
49656,114681,20170929,4858,274,906,1090,1012,71.0,7,497.0
49657,120624,20180930,5666,201,906,1090,1012,49.0,714,34986.0
49658,127365,20131212,6121,242,906,1090,1016,8.0,458,3664.0
49659,127375,20160730,6119,274,906,1090,1212,18.0,440,7920.0
49660,130219,20150307,6415,356,906,1090,1218,79.0,926,73154.0
49661,130221,20120724,6415,343,906,1090,1218,98.0,670,65660.0
49662,132818,20170728,6790,275,906,1090,1218,25.0,931,23275.0
49663,133067,20150705,6819,275,906,1090,1043,90.0,15,1350.0
49664,133070,20171206,6818,365,906,1090,1242,46.0,321,14766.0
49665,133235,20160327,6833,294,906,1090,1043,76.0,994,75544.0
49666,133240,20160729,6831,285,906,1090,1247,91.0,332,30212.0
49667,133244,20130613,6833,304,906,1090,1250,64.0,852,54528.0
49668,133682,20170727,6867,312,906,1090,1043,44.0,860,37840.0
49669,138392,20150418,7548,210,906,1090,1043,34.0,359,12206.0
49670,156055,20140201,11599,277,906,1090,1230,47.0,162,7614.0
49671,159236,20121207,11972,366,906,1090,1186,80.0,332,26560.0
49672,159436,20140827,11983,312,906,1090,1012,31.0,840,26040.0
49673,159676,20120214,11987,308,906,1090,1012,90.0,526,47340.0
49674,161853,20170804,12299,369,906,1090,1043,71.0,662,47002.0
49675,162199,20180714,12316,298,906,1090,1043,89.0,454,40406.0
49676,162204,20180704,12317,249,906,1090,1178,91.0,879,79989.0
49677,162325,20130124,12334,228,906,1090,1218,95.0,859,81605.0
49678,163553,20150914,12407,209,906,1090,1230,40.0,505,20200.0
49679,163558,20130522,12409,236,906,1090,1050,60.0,619,37140.0
49680,163561,20140427,12409,349,906,1090,1110,24.0,724,17376.0
49681,163564,20140926,12410,239,906,1090,1114,51.0,824,42024.0
49682,163566,20151115,12409,266,906,1090,1212,84.0,715,60060.0
49683,166027,20130222,12724,366,906,1090,1195,85.0,102,8670.0
49684,166028,20140930,12724,340,906,1090,1195,13.0,498,6474.0
49685,167126,20140117,11975,238,906,1090,1186,73.0,763,55699.0
49686,125003,20090828,6079,294,906,1090,1212,83.0,592,49136.0
49687,113690,20120725,4665,309,906,1090,1012,80.0,140,11200.0
49688,113691,20180831,4665,232,906,1090,1012,77.0,164,12628.0
49689,125004,20160113,6076,218,906,1090,1212,93.0,763,70959.0
49690,125024,20170103,6085,306,906,1090,1265,48.0,930,44640.0
49691,127364,20130415,6121,314,906,1090,1016,34.0,269,9146.0
49692,127374,20120930,6117,244,906,1090,1212,34.0,666,22644.0
49693,101144,20150121,3261,285,906,1090,1146,65.0,616,40040.0
49694,101370,20141119,3266,227,906,1090,1212,35.0,828,28980.0
49695,101375,20150514,3268,363,906,1090,1235,63.0,963,60669.0
49696,125015,20111103,6085,367,906,1090,1218,13.0,11,143.0
49697,156078,20100413,11598,358,906,1090,1212,96.0,8,768.0
49698,160238,20111028,12071,283,906,1090,1127,91.0,589,53599.0
49699,112682,20160125,4640,324,906,1090,1212,32.0,486,15552.0
49700,124992,20130601,6076,203,906,1090,1123,73.0,751,54823.0
49701,153956,20170823,11535,289,906,1090,1212,88.0,688,60544.0
49702,153960,20150512,11536,341,906,1090,1258,29.0,359,10411.0
49703,156087,20171118,11603,337,906,1090,1258,22.0,296,6512.0
49704,160187,20170207,12061,326,906,1090,1127,10.0,851,8510.0
49705,114830,20100917,4885,318,906,1090,1218,11.0,634,6974.0
49706,122502,20111028,5857,294,906,1090,1050,11.0,272,2992.0
49707,130210,20100306,6415,304,906,1090,1165,30.0,240,7200.0
49708,133066,20100203,6819,367,906,1090,1043,95.0,346,32870.0
49709,133458,20101025,6840,249,906,1090,1165,8.0,290,2320.0
49710,120458,20150426,5649,316,906,1090,1043,51.0,724,36924.0
49711,123639,20151216,5914,274,906,1090,1165,4.0,842,3368.0
49712,127363,20180922,6121,352,906,1090,1016,43.0,979,42097.0
49713,148230,20180417,10672,366,906,1090,1165,74.0,418,30932.0
49714,161852,20130215,12299,347,906,1090,1043,90.0,756,68040.0
49715,162198,20180715,12316,373,906,1090,1043,66.0,164,10824.0
49716,162203,20170704,12317,228,906,1090,1178,32.0,255,8160.0
49717,127362,20131120,6121,232,906,1090,1016,68.0,416,28288.0
49718,101374,20130714,3268,268,906,1090,1235,6.0,696,4176.0
49719,103144,20160305,3420,246,906,1090,1218,26.0,779,20254.0
49720,110570,20180609,4595,274,906,1090,1250,10.0,302,3020.0
49721,103273,20141220,3439,281,906,1090,1265,1.0,649,649.0
49722,120467,20131223,5649,224,906,1090,1195,51.0,998,50898.0
49723,124996,20140322,6085,296,906,1090,1165,74.0,33,2442.0
49724,125006,20130612,6085,234,906,1090,1234,92.0,763,70196.0
49725,125019,20181112,6085,363,906,1090,1264,69.0,293,20217.0
49726,125023,20170223,6085,290,906,1090,1265,15.0,938,14070.0
49727,129777,20170801,6374,314,906,1090,1265,54.0,582,31428.0
49728,130209,20141102,6415,361,906,1090,1165,10.0,277,2770.0
49729,130220,20180220,6415,369,906,1090,1218,25.0,299,7475.0
49730,132814,20140101,6790,298,906,1090,1165,58.0,29,1682.0
49731,161851,20170504,12299,322,906,1090,1043,11.0,600,6600.0
49732,162055,20140706,12304,299,906,1090,1195,16.0,555,8880.0
49733,114754,20100311,4869,227,906,1090,1218,59.0,22,1298.0
49734,123638,20100106,5914,232,906,1090,1165,51.0,652,33252.0
49735,125014,20100617,6085,333,906,1090,1218,41.0,195,7995.0
49736,132817,20110123,6790,369,906,1090,1218,97.0,208,20176.0
49737,166753,20101004,12780,208,906,1090,1218,29.0,332,9628.0
49738,167155,20110128,12610,322,906,1090,1074,57.0,486,27702.0
49739,114859,20101225,4887,347,906,1090,1218,67.0,978,65526.0
49740,133464,20180429,6840,230,906,1090,1218,93.0,529,49197.0
49741,149597,20160215,10869,258,905,1090,1250,23.0,754,17342.0
49742,106525,20090508,4188,257,905,1090,1050,30.0,189,5670.0
49743,106532,20110808,4188,257,905,1090,1253,4.0,612,2448.0
49744,107405,20101027,4214,351,905,1090,1157,7.0,323,2261.0
49745,107410,20091028,4214,326,905,1090,1253,98.0,515,50470.0
49746,106522,20160901,4188,206,905,1090,1230,51.0,804,41004.0
49747,106529,20140325,4188,373,905,1090,1242,20.0,523,10460.0
49748,106530,20120313,4189,216,905,1090,1250,60.0,446,26760.0
49749,107403,20171213,4214,228,905,1090,1050,56.0,700,39200.0
49750,107404,20130309,4214,278,905,1090,1120,3.0,921,2763.0
49751,107858,20160501,4235,273,905,1090,1050,89.0,977,86953.0
49752,107859,20181107,4235,310,905,1090,1050,69.0,662,45678.0
49753,107861,20170110,4235,354,905,1090,1157,91.0,5,455.0
49754,107862,20150621,4235,268,905,1090,1157,54.0,639,34506.0
49755,107961,20170915,4249,238,905,1090,1157,55.0,818,44990.0
49756,108004,20180525,4252,222,905,1090,1050,94.0,971,91274.0
49757,108333,20160316,4268,370,905,1090,1050,74.0,52,3848.0
49758,108468,20160828,4270,331,905,1090,1230,25.0,501,12525.0
49759,108470,20160116,4271,301,905,1090,1050,13.0,288,3744.0
49760,108471,20140624,4271,249,905,1090,1116,18.0,324,5832.0
49761,115098,20180903,4929,326,904,1090,1250,3.0,909,2727.0
49762,134656,20140425,7045,260,904,1090,1178,6.0,728,4368.0
49763,148587,20111126,10742,274,904,1090,1192,5.0,200,1000.0
49764,148594,20090103,10747,274,904,1090,1192,10.0,20,200.0
49765,148596,20160930,10749,343,904,1090,1250,85.0,935,79475.0
49766,148599,20130728,10751,249,904,1090,1192,73.0,798,58254.0
49767,148603,20170831,10754,309,904,1090,1192,61.0,740,45140.0
49768,103992,20181129,3581,335,904,1090,1230,34.0,703,23902.0
49769,105652,20100502,3926,310,904,1090,1124,30.0,484,14520.0
49770,113874,20181123,4702,257,904,1090,1230,71.0,217,15407.0
49771,114374,20150811,4790,289,904,1090,1230,6.0,127,762.0
49772,115380,20160809,4983,353,904,1090,1016,31.0,184,5704.0
49773,122149,20130213,5783,255,904,1090,1218,88.0,728,64064.0
49774,124032,20091216,5990,345,904,1090,1230,53.0,925,49025.0
49775,129569,20130426,6357,246,904,1090,1230,23.0,933,21459.0
49776,133456,20130410,6840,297,904,1090,1230,55.0,906,49830.0
49777,137232,20160425,7419,337,904,1090,1124,37.0,538,19906.0
49778,151478,20160509,11124,284,904,1090,1230,49.0,503,24647.0
49779,158391,20090102,11698,329,904,1090,1230,83.0,45,3735.0
49780,158392,20150724,11699,352,904,1090,1230,13.0,967,12571.0
49781,158667,20090504,11821,329,904,1090,1230,41.0,976,40016.0
49782,163290,20170812,12397,316,904,1090,1230,28.0,318,8904.0
49783,108638,20090921,4278,216,904,1090,1114,2.0,430,860.0
49784,109573,20111209,4513,297,904,1090,1078,71.0,429,30459.0
49785,109576,20090522,4513,253,904,1090,1114,9.0,429,3861.0
49786,109866,20110919,4575,258,904,1090,1016,73.0,527,38471.0
49787,109960,20110604,4581,285,904,1090,1016,83.0,744,61752.0
49788,110021,20110904,4588,260,904,1090,1016,48.0,900,43200.0
49789,112158,20110717,4625,363,904,1090,1226,40.0,67,2680.0
49790,114585,20101028,4832,353,904,1090,1105,47.0,930,43710.0
49791,114662,20100326,4854,329,904,1090,1226,1.0,426,426.0
49792,120767,20091013,5682,234,904,1090,1016,88.0,855,75240.0
49793,120768,20090730,5682,309,904,1090,1078,93.0,341,31713.0
49794,121288,20111029,5709,230,904,1090,1016,43.0,609,26187.0
49795,121289,20091108,5709,370,904,1090,1078,33.0,761,25113.0
49796,121449,20100113,5717,283,904,1090,1078,88.0,264,23232.0
49797,121698,20111003,5732,335,904,1090,1016,2.0,888,1776.0
49798,123959,20101010,5976,218,904,1090,1234,89.0,968,86152.0
49799,124125,20111220,6011,203,904,1090,1042,97.0,900,87300.0
49800,124157,20110201,6020,216,904,1090,1234,26.0,893,23218.0
49801,124185,20111214,6023,304,904,1090,1234,43.0,63,2709.0
49802,124201,20110115,6029,201,904,1090,1234,56.0,613,34328.0
49803,128947,20090520,6294,292,904,1090,1016,24.0,643,15432.0
49804,129022,20110126,6300,366,904,1090,1114,8.0,941,7528.0
49805,129258,20100513,6316,240,904,1090,1114,71.0,930,66030.0
49806,129381,20100814,6326,234,904,1090,1114,85.0,355,30175.0
49807,131718,20101027,6688,249,904,1090,1016,79.0,410,32390.0
49808,131719,20110605,6688,314,904,1090,1078,43.0,205,8815.0
49809,132098,20090720,6717,216,904,1090,1078,88.0,983,86504.0
49810,132288,20110318,6736,258,904,1090,1078,15.0,199,2985.0
49811,132451,20110516,6749,364,904,1090,1016,21.0,499,10479.0
49812,132553,20100521,6757,337,904,1090,1016,41.0,229,9389.0
49813,132608,20091005,6763,242,904,1090,1114,5.0,533,2665.0
49814,132702,20100107,6775,209,904,1090,1016,78.0,315,24570.0
49815,132720,20100511,6777,262,904,1090,1016,23.0,856,19688.0
49816,132721,20110721,6777,257,904,1090,1078,18.0,353,6354.0
49817,132778,20110606,6787,322,904,1090,1016,67.0,840,56280.0
49818,133805,20110118,6885,270,904,1090,1016,22.0,304,6688.0
49819,133808,20101217,6885,262,904,1090,1114,62.0,125,7750.0
49820,133980,20101029,6909,296,904,1090,1016,7.0,751,5257.0
49821,134115,20090206,6917,345,904,1090,1016,16.0,712,11392.0
49822,134129,20091030,6918,310,904,1090,1114,67.0,100,6700.0
49823,136957,20091011,7389,316,904,1090,1114,24.0,533,12792.0
49824,137453,20110830,7461,228,904,1090,1016,49.0,276,13524.0
49825,137487,20100913,7468,214,904,1090,1016,68.0,286,19448.0
49826,137845,20100404,7494,262,904,1090,1016,43.0,557,23951.0
49827,137848,20090114,7494,262,904,1090,1114,85.0,659,56015.0
49828,138120,20110126,7515,201,904,1090,1016,7.0,273,1911.0
49829,138979,20090311,7657,264,904,1090,1016,61.0,659,40199.0
49830,139619,20110624,7883,329,904,1090,1122,17.0,42,714.0
49831,144253,20091028,9467,292,904,1090,1122,65.0,557,36205.0
49832,148830,20100706,10769,295,904,1090,1016,65.0,259,16835.0
49833,148832,20110527,10769,351,904,1090,1114,26.0,80,2080.0
49834,149187,20090913,10831,227,904,1090,1016,32.0,157,5024.0
49835,149416,20110113,10850,294,904,1090,1016,18.0,298,5364.0
49836,149621,20110704,10871,373,904,1090,1114,10.0,154,1540.0
49837,149759,20110126,10878,260,904,1090,1016,20.0,838,16760.0
49838,149917,20090920,10889,337,904,1090,1114,51.0,730,37230.0
49839,149992,20100627,10894,213,904,1090,1114,86.0,997,85742.0
49840,150098,20100117,10899,234,904,1090,1114,52.0,130,6760.0
49841,153616,20100111,11512,224,904,1090,1114,42.0,733,30786.0
49842,153619,20100124,11513,283,904,1090,1114,67.0,722,48374.0
49843,155284,20100201,11570,249,904,1090,1114,10.0,700,7000.0
49844,157971,20091227,11627,331,904,1090,1226,15.0,267,4005.0
49845,158041,20091010,11638,364,904,1090,1226,86.0,142,12212.0
49846,159816,20100509,11998,314,904,1090,1105,66.0,302,19932.0
49847,159970,20090713,12016,257,904,1090,1105,12.0,919,11028.0
49848,161374,20090326,12197,333,904,1090,1084,32.0,912,29184.0
49849,161377,20100114,12198,243,904,1090,1087,32.0,960,30720.0
49850,165749,20110529,12674,260,904,1090,1250,94.0,610,57340.0
49851,165764,20090831,12675,204,904,1090,1250,28.0,901,25228.0
49852,165829,20090720,12687,310,904,1090,1050,97.0,647,62759.0
49853,166831,20101226,12791,359,904,1090,1114,11.0,370,4070.0
49854,108635,20130316,4278,228,904,1090,1016,54.0,207,11178.0
49855,108636,20161209,4278,232,904,1090,1078,70.0,96,6720.0
49856,108639,20180512,4278,364,904,1090,1239,62.0,919,56978.0
49857,109189,20130121,4408,372,904,1090,1016,92.0,892,82064.0
49858,109504,20171001,4512,359,904,1090,1016,87.0,897,78039.0
49859,109572,20181026,4513,287,904,1090,1016,9.0,423,3807.0
49860,109577,20120506,4513,248,904,1090,1239,25.0,476,11900.0
49861,109754,20141014,4536,372,904,1090,1016,34.0,665,22610.0
49862,109902,20120107,4577,275,904,1090,1016,55.0,828,45540.0
49863,109961,20130730,4581,213,904,1090,1078,7.0,966,6762.0
49864,113755,20181003,4668,373,904,1090,1105,22.0,987,21714.0
49865,114435,20130306,4802,314,904,1090,1105,22.0,745,16390.0
49866,114436,20140904,4802,268,904,1090,1226,72.0,794,57168.0
49867,114514,20130720,4820,308,904,1090,1114,64.0,708,45312.0
49868,114560,20180819,4829,316,904,1090,1105,18.0,706,12708.0
49869,114624,20170915,4839,278,904,1090,1105,41.0,353,14473.0
49870,120916,20180624,5694,228,904,1090,1016,88.0,664,58432.0
49871,120918,20180419,5694,364,904,1090,1114,57.0,692,39444.0
49872,121075,20140422,5700,365,904,1090,1016,15.0,451,6765.0
49873,121077,20160128,5700,282,904,1090,1114,10.0,879,8790.0
49874,121175,20120501,5704,297,904,1090,1016,48.0,655,31440.0
49875,121177,20121005,5704,202,904,1090,1114,85.0,265,22525.0
49876,121248,20130725,5708,208,904,1090,1016,69.0,354,24426.0
49877,121292,20150119,5709,275,904,1090,1114,38.0,818,31084.0
49878,121448,20120825,5717,331,904,1090,1016,93.0,957,89001.0
49879,121451,20130119,5717,304,904,1090,1114,87.0,446,38802.0
49880,121559,20150709,5723,364,904,1090,1114,39.0,544,21216.0
49881,121701,20170510,5732,318,904,1090,1114,29.0,480,13920.0
49882,121863,20140515,5739,337,904,1090,1016,75.0,283,21225.0
49883,121864,20140218,5739,284,904,1090,1078,5.0,629,3145.0
49884,121867,20121222,5739,356,904,1090,1114,80.0,858,68640.0
49885,121985,20170921,5745,308,904,1090,1114,61.0,489,29829.0
49886,123958,20150808,5976,284,904,1090,1163,2.0,360,720.0
49887,124120,20130118,6009,218,904,1090,1234,22.0,985,21670.0
49888,124184,20170616,6023,262,904,1090,1163,93.0,81,7533.0
49889,124407,20150812,6059,249,904,1090,1234,2.0,66,132.0
49890,128933,20170121,6292,213,904,1090,1016,26.0,919,23894.0
49891,128986,20180314,6296,364,904,1090,1016,97.0,682,66154.0
49892,129068,20150413,6302,203,904,1090,1016,21.0,636,13356.0
49893,129071,20151025,6303,310,904,1090,1016,19.0,23,437.0
49894,129097,20180218,6304,306,904,1090,1016,43.0,580,24940.0
49895,129099,20120313,6304,283,904,1090,1114,36.0,418,15048.0
49896,129194,20151014,6310,306,904,1090,1078,72.0,472,33984.0
49897,129255,20140113,6316,351,904,1090,1016,59.0,229,13511.0
49898,129256,20181018,6316,277,904,1090,1078,47.0,200,9400.0
49899,129429,20160103,6330,230,904,1090,1016,91.0,67,6097.0
49900,131721,20120316,6688,289,904,1090,1114,35.0,443,15505.0
49901,131847,20120316,6700,373,904,1090,1016,70.0,9,630.0
49902,131896,20130628,6703,222,904,1090,1016,25.0,479,11975.0
49903,131906,20151130,6706,266,904,1090,1114,57.0,169,9633.0
49904,131939,20161011,6707,292,904,1090,1114,93.0,339,31527.0
49905,131996,20140506,6713,358,904,1090,1016,90.0,732,65880.0
49906,132042,20170627,6715,299,904,1090,1114,40.0,263,10520.0
49907,132097,20151111,6717,363,904,1090,1016,88.0,209,18392.0
49908,132100,20130218,6717,316,904,1090,1114,62.0,713,44206.0
49909,132245,20150910,6731,297,904,1090,1016,96.0,289,27744.0
49910,132287,20180416,6736,318,904,1090,1016,11.0,930,10230.0
49911,132290,20170418,6736,243,904,1090,1114,28.0,617,17276.0
49912,132417,20160519,6747,308,904,1090,1016,97.0,320,31040.0
49913,132453,20150602,6749,314,904,1090,1114,46.0,885,40710.0
49914,132591,20150124,6761,277,904,1090,1016,18.0,578,10404.0
49915,132681,20150114,6772,239,904,1090,1016,39.0,828,32292.0
49916,132698,20181218,6774,303,904,1090,1016,28.0,542,15176.0
49917,132763,20170613,6783,205,904,1090,1016,59.0,818,48262.0
49918,133806,20160217,6885,220,904,1090,1078,14.0,61,854.0
49919,133982,20170622,6909,278,904,1090,1114,93.0,931,86583.0
49920,134069,20170303,6914,373,904,1090,1016,39.0,195,7605.0
49921,134070,20140114,6914,308,904,1090,1114,33.0,157,5181.0
49922,134127,20181023,6918,209,904,1090,1016,48.0,807,38736.0
49923,134184,20120808,6919,297,904,1090,1016,56.0,853,47768.0
49924,134216,20181208,6940,349,904,1090,1234,72.0,95,6840.0
49925,134607,20130609,7039,340,904,1090,1114,19.0,724,13756.0
49926,134967,20140801,7069,285,904,1090,1242,76.0,838,63688.0
49927,136646,20150713,7360,328,904,1090,1144,36.0,554,19944.0
49928,136657,20151021,7363,369,904,1090,1144,53.0,999,52947.0
49929,136815,20160210,7383,316,904,1090,1016,97.0,329,31913.0
49930,136816,20180705,7383,283,904,1090,1114,90.0,483,43470.0
49931,136869,20160720,7384,284,904,1090,1114,34.0,299,10166.0
49932,136908,20130319,7385,361,904,1090,1016,63.0,224,14112.0
49933,136909,20130822,7385,372,904,1090,1078,51.0,943,48093.0
49934,136955,20140327,7389,296,904,1090,1016,25.0,300,7500.0
49935,137058,20120506,7392,297,904,1090,1114,61.0,311,18971.0
49936,137345,20150616,7454,373,904,1090,1016,43.0,163,7009.0
49937,137347,20171021,7454,206,904,1090,1114,81.0,159,12879.0
49938,137465,20160529,7463,268,904,1090,1016,32.0,817,26144.0
49939,137476,20160402,7466,203,904,1090,1016,10.0,298,2980.0
49940,137522,20170701,7475,353,904,1090,1114,62.0,211,13082.0
49941,137592,20140902,7480,220,904,1090,1016,87.0,84,7308.0
49942,137653,20130626,7483,289,904,1090,1016,73.0,510,37230.0
49943,137750,20130210,7490,364,904,1090,1016,30.0,940,28200.0
49944,137846,20150301,7494,295,904,1090,1078,36.0,599,21564.0
49945,137991,20181018,7500,238,904,1090,1114,100.0,231,23100.0
49946,138041,20130606,7505,268,904,1090,1016,96.0,666,63936.0
49947,138075,20180411,7511,287,904,1090,1016,43.0,281,12083.0
49948,138154,20170602,7520,328,904,1090,1114,37.0,874,32338.0
49949,138216,20180810,7522,277,904,1090,1016,29.0,882,25578.0
49950,138218,20150630,7522,359,904,1090,1114,35.0,730,25550.0
49951,138929,20140226,7654,365,904,1090,1114,23.0,770,17710.0
49952,138980,20131229,7657,326,904,1090,1078,82.0,931,76342.0
49953,138981,20170306,7657,240,904,1090,1114,34.0,870,29580.0
49954,139744,20131018,7917,365,904,1090,1122,100.0,350,35000.0
49955,140392,20171116,8216,260,904,1090,1122,78.0,737,57486.0
49956,140393,20170116,8217,299,904,1090,1122,2.0,510,1020.0
49957,142765,20150812,8854,363,904,1090,1122,84.0,761,63924.0
49958,142769,20141124,8856,201,904,1090,1122,45.0,518,23310.0
49959,143763,20181026,9258,205,904,1090,1122,33.0,469,15477.0
49960,143768,20151103,9259,363,904,1090,1122,55.0,749,41195.0
49961,143971,20170224,9345,234,904,1090,1122,94.0,283,26602.0
49962,147194,20170930,10339,297,904,1090,1122,33.0,778,25674.0
49963,147606,20160726,10516,316,904,1090,1122,63.0,583,36729.0
49964,148604,20180926,10755,210,904,1090,1144,9.0,337,3033.0
49965,148649,20170826,10757,351,904,1090,1016,51.0,812,41412.0
49966,148651,20170515,10757,202,904,1090,1114,12.0,752,9024.0
49967,148780,20170529,10767,301,904,1090,1114,83.0,470,39010.0
49968,148919,20171201,10774,248,904,1090,1016,7.0,641,4487.0
49969,148921,20141006,10774,251,904,1090,1114,93.0,932,86676.0
49970,148989,20120526,10778,242,904,1090,1016,63.0,39,2457.0
49971,148991,20130130,10778,253,904,1090,1114,54.0,131,7074.0
49972,149188,20160121,10831,294,904,1090,1078,79.0,907,71653.0
49973,149190,20131024,10831,373,904,1090,1239,36.0,302,10872.0
49974,149345,20120205,10846,370,904,1090,1239,84.0,148,12432.0
49975,149417,20141116,10850,238,904,1090,1078,22.0,756,16632.0
49976,149470,20180624,10854,213,904,1090,1016,76.0,165,12540.0
49977,149471,20180930,10854,238,904,1090,1078,44.0,136,5984.0
49978,149473,20150413,10854,352,904,1090,1239,9.0,575,5175.0
49979,149619,20170127,10871,329,904,1090,1016,99.0,773,76527.0
49980,149690,20151201,10875,322,904,1090,1016,10.0,656,6560.0
49981,149699,20150923,10877,298,904,1090,1114,61.0,398,24278.0
49982,149760,20140706,10878,365,904,1090,1078,87.0,408,35496.0
49983,149763,20160731,10878,335,904,1090,1114,37.0,510,18870.0
49984,149976,20131110,10892,297,904,1090,1016,2.0,296,592.0
49985,150055,20180608,10898,279,904,1090,1016,2.0,91,182.0
49986,150096,20130607,10899,220,904,1090,1016,80.0,265,21200.0
49987,153492,20180720,11495,270,904,1090,1114,57.0,653,37221.0
49988,153524,20131223,11501,228,904,1090,1114,71.0,838,59498.0
49989,153561,20170801,11503,367,904,1090,1114,89.0,281,25009.0
49990,153580,20131113,11505,242,904,1090,1114,54.0,87,4698.0
49991,153629,20151221,11514,242,904,1090,1114,65.0,1,65.0
49992,153660,20180720,11519,275,904,1090,1114,58.0,76,4408.0
49993,154950,20140330,11561,289,904,1090,1114,60.0,415,24900.0
49994,156062,20150718,11603,324,904,1090,1114,27.0,854,23058.0
49995,157964,20160414,11626,304,904,1090,1226,25.0,134,3350.0
49996,158014,20160521,11635,242,904,1090,1226,63.0,119,7497.0
49997,158932,20130611,11864,331,904,1090,1016,52.0,806,41912.0
49998,158933,20120417,11864,298,904,1090,1114,36.0,148,5328.0
49999,160064,20160528,12030,331,904,1090,1105,35.0,279,9765.0
50000,160161,20121025,12055,220,904,1090,1094,79.0,470,37130.0
50001,160436,20171221,12098,227,904,1090,1254,18.0,182,3276.0
50002,161177,20130103,12172,260,904,1090,1016,7.0,668,4676.0
50003,161178,20150819,12172,343,904,1090,1114,88.0,519,45672.0
50004,161375,20180808,12198,262,904,1090,1084,58.0,920,53360.0
50005,161640,20181110,12267,316,904,1090,1016,31.0,433,13423.0
50006,161641,20170907,12267,310,904,1090,1078,61.0,687,41907.0
50007,161643,20160709,12267,299,904,1090,1114,14.0,760,10640.0
50008,162324,20180619,12334,347,904,1090,1163,7.0,292,2044.0
50009,162359,20130604,12343,310,904,1090,1114,56.0,69,3864.0
50010,162380,20151026,12344,282,904,1090,1114,75.0,93,6975.0
50011,162396,20161223,12348,270,904,1090,1094,14.0,260,3640.0
50012,162714,20160116,12378,227,904,1090,1234,8.0,826,6608.0
50013,163308,20150329,12399,262,904,1090,1114,16.0,651,10416.0
50014,163562,20140611,12410,208,904,1090,1114,39.0,428,16692.0
50015,165741,20140924,12671,316,904,1090,1050,54.0,958,51732.0
50016,165761,20160105,12676,238,904,1090,1050,52.0,694,36088.0
50017,165804,20170527,12685,347,904,1090,1050,58.0,994,57652.0
50018,165830,20170916,12687,316,904,1090,1232,48.0,783,37584.0
50019,166910,20140922,12814,295,904,1090,1114,20.0,198,3960.0
50020,166816,20110404,12787,227,904,1090,1258,13.0,960,12480.0
50021,166875,20100117,12801,264,904,1090,1050,63.0,838,52794.0
50022,166925,20110721,12821,230,904,1090,1230,86.0,338,29068.0
50023,166926,20091217,12821,274,904,1090,1250,100.0,824,82400.0
